year,ICPSR_State_Code,order,state,,vep_highest_office_rate,vep_total_ballots_turnoutRate,vap_turnout_rate,turnout_rate,winner,,voting_age_pop,percent_non_citizen,prison_pop,probation_pop,parole_pop,ineligible_felons_total,overseas_eligible_pop,voting_eligible_pop,highest_office_voters,total_turnout
1992,73,48,Washington,WA,64.00%,65.00%,0.6,59.8,D,,"3,827,227",4.70%,"9,959","103,837","7,850","69,728",,"3,575,852","2,288,230","2,324,907"
1992,56,49,West Virginia,WV,50.10%,,0.5,49.6,D,,"1,377,282",0.50%,"1,674","5,688",988,"5,506",,"1,365,368","683,762",
1992,25,50,Wisconsin,WI,69.90%,,0.68,68.2,D,,"3,712,414",1.60%,"8,191","40,424","5,560","33,963",,"3,619,273","2,531,114",
1992,68,51,Wyoming,WY,61.90%,62.80%,0.61,60.6,R,,"331,170",1.10%,"1,063","3,310",404,"3,122",,"324,253","200,617","203,602"
1990,0,0,United States,USA,38.40%,0.00%,0.37,36.5,,,"186,158,841",5.50%,"761,106","1,489,999","395,140","1,901,246","2,659,455","176,629,259","67,859,189",
1990,41,1,Alabama,AL,41.10%,,0.4,40.4,,,"3,012,797",0.70%,"15,665","27,686","5,970","35,478",,"2,956,385","1,215,889",
1990,81,2,Alaska,AK,53.40%,54.20%,0.51,51.3,,,"379,863",2.80%,"2,622","3,599",568,"4,990",,"364,419","194,750","197,540"
1990,61,3,Arizona,AZ,41.80%,43.40%,0.39,39,,,"2,705,468",5.50%,"14,861","30,397","2,711","32,771",,"2,523,614","1,055,406","1,094,735"
1990,42,4,Arkansas,AR,40.70%,,0.4,39.9,,,"1,742,746",0.70%,"7,322","15,983","3,971","19,285",,"1,710,799","696,209",
1990,71,5,California,CA,42.40%,43.50%,0.35,34.9,,,"22,061,053",17.00%,"97,309",0,"67,562","164,871",,"18,156,500","7,699,420","7,899,131"
1990,62,6,Colorado,CO,43.20%,44.20%,0.42,41.8,,,"2,447,513",2.90%,"7,671",0,"2,396","10,067",,"2,366,650","1,022,027","1,046,139"
1990,1,7,Connecticut,CT,47.90%,48.60%,0.45,45,,,"2,538,398",4.70%,"10,500","46,640",291,"34,111",,"2,383,795","1,141,101","1,159,361"
1990,11,8,Delaware,DC,37.00%,37.80%,0.36,35.5,,,"507,016",1.90%,"3,471","12,223","1,283","10,866",,"486,760","180,152","183,977"
1990,55,9,District of Columbia,DE,38.30%,38.90%,0.35,34.5,,,"489,808",7.80%,"9,947",0,0,"9,947",,"441,742","169,066","171,677"
1990,43,10,Florida,FL,38.60%,,0.35,34.8,,,"10,137,720",8.30%,"44,387","210,781","2,064","151,842",,"9,145,312","3,530,871",
1990,44,11,Georgia,GA,31.60%,,0.3,30.2,,,"4,803,269",2.10%,"22,411","134,840","22,646","112,477",,"4,588,953","1,449,652",
1990,82,12,Hawaii,HI,45.40%,45.90%,0.42,41.7,,,"838,633",7.80%,"2,533",0,0,"2,533",,"770,836","349,666","354,144"
1990,63,13,Idaho,ID,46.50%,47.60%,0.45,45.3,,,"707,535",2.20%,"1,961",0,0,"1,961",,"690,154","320,610","328,340"
1990,21,14,Illinois,IL,40.60%,42.60%,0.38,38.2,,,"8,535,069",5.60%,"27,516",0,0,"27,516",,"8,029,525","3,257,410","3,420,720"
1990,22,15,Indiana,IN,36.80%,38.40%,0.36,36.3,,,"4,135,602",1.00%,"12,736",0,0,"12,736",,"4,080,236","1,502,687","1,566,371"
1990,31,16,Iowa,IA,48.40%,49.50%,0.48,47.6,,,"2,065,490",1.00%,"3,967","13,895","2,111","13,026",,"2,030,935","983,933","1,004,908"
1990,32,17,Kansas,KS,44.10%,45.20%,0.43,43.2,,,"1,821,368",1.80%,"5,775",0,0,"5,775",,"1,783,412","786,096","805,251"
1990,51,18,Kentucky,KY,33.60%,,0.33,33.2,,,"2,755,670",0.60%,"9,023","7,482","3,183","15,947",,"2,722,356","916,010",
1990,45,19,Louisiana,LA,47.20%,,0.46,46.2,,,"3,020,682",1.40%,"18,599",0,0,"18,599",,"2,959,148","1,396,113",
1990,2,20,Maine,ME,57.30%,,0.57,56.5,,,"924,839",1.50%,0,0,0,0,,"910,982","522,181",
1990,52,21,Maryland,MD,32.70%,34.50%,0.31,30.6,,,"3,632,477",4.50%,"17,848","82,898","11,192","70,489",,"3,397,126","1,111,088","1,170,867"
1990,3,22,Massachusetts,MA,53.40%,55.30%,0.5,50.3,,,"4,660,342",5.90%,0,0,0,0,,"4,384,671","2,341,990","2,424,579"
1990,23,23,Michigan,MI,38.30%,39.50%,0.37,37.3,,,"6,872,954",2.10%,"34,267",0,0,"34,267",,"6,693,069","2,564,563","2,641,649"
1990,33,24,Minnesota,MN,57.60%,58.80%,0.56,56,,,"3,225,335",1.70%,"3,176","59,323","1,873","34,711",,"3,136,830","1,806,777","1,843,104"
1990,46,25,Mississippi,MS,20.20%,,0.2,19.9,,,"1,850,099",0.50%,"8,375","8,221","3,478","15,964",,"1,824,156","368,502",
1990,34,26,Missouri,MO,36.20%,,0.35,35.4,,,"3,821,136",0.90%,"14,943","42,322","9,196","45,300",,"3,740,308","1,352,552",
1990,64,27,Montana,MT,55.70%,57.00%,0.55,55.1,,,"579,158",0.80%,"1,425",0,0,"1,425",,"573,045","319,336","326,652"
1990,35,28,Nebraska,NE,52.50%,53.40%,0.51,51.4,,,"1,154,859",1.10%,"2,403","14,654",632,"10,362",,"1,131,746","593,828","604,195"
1990,65,29,Nevada,NV,37.40%,38.00%,0.35,34.6,,,"926,572",6.10%,"5,322","7,700","2,850","12,022",,"858,018","320,743","325,959"
1990,4,30,New Hampshire,NH,36.20%,37.80%,0.35,35.4,,,"832,887",2.00%,"1,342",0,0,"1,342",,"814,549","294,819","307,700"
1990,12,31,New Jersey,NJ,35.70%,36.80%,0.33,32.6,,,"5,951,541",7.40%,"21,128","72,341","23,298","80,597",,"5,429,251","1,938,454","1,998,894"
1990,66,32,New Mexico,NM,40.00%,41.80%,0.38,38.2,,,"1,076,522",3.90%,"3,187","6,294","1,224","7,558",,"1,026,902","411,236","429,509"
1990,13,33,New York,NY,33.10%,35.00%,0.3,29.5,,,"13,742,688",10.00%,"54,895",0,"42,837","97,732",,"12,271,903","4,056,896","4,290,261"
1990,47,34,North Carolina,NC,41.90%,,0.41,40.8,,,"5,073,437",1.30%,"18,411","77,829","9,883","67,209",,"4,938,968","2,069,585",
1990,36,35,North Dakota,ND,50.70%,52.00%,0.5,50.2,,,"465,851",0.80%,483,0,0,483,,"461,711","233,973","240,301"
1990,24,36,Ohio,OH,43.60%,45.40%,0.43,42.9,,,"8,103,382",1.20%,"31,822",0,0,"31,822",,"7,975,680","3,477,650","3,620,469"
1990,53,37,Oklahoma,OK,40.50%,41.30%,0.39,39.4,,,"2,313,340",1.50%,"12,285","24,411","3,236","27,727",,"2,251,719","911,314","929,639"
1990,72,38,Oregon,OR,54.10%,55.10%,0.52,52.1,,,"2,137,314",3.40%,"6,492",0,0,"6,492",,"2,057,833","1,112,847","1,133,125"
1990,14,39,Pennsylvania,PA,34.10%,,0.34,33.5,,,"9,120,122",1.50%,"22,290",0,0,"22,290",,"8,962,083","3,052,760",
1990,5,40,Rhode Island,RI,50.20%,51.70%,0.47,46.6,,,"780,448",5.80%,"2,392","15,366",321,"10,396",,"725,084","364,052","375,188"
1990,48,41,South Carolina,SC,30.00%,31.30%,0.29,29.3,,,"2,598,170",0.90%,"17,319","32,287","3,543","37,006",,"2,537,384","760,965","793,614"
1990,37,42,South Dakota,SD,52.30%,,0.52,51.9,,,"499,072",0.60%,"1,341",0,0,"1,341",,"494,849","258,976",
1990,54,43,Tennessee,TN,21.80%,,0.21,21.4,,,"3,693,970",0.80%,"10,388","32,719","11,327","38,075",,"3,624,940","790,441",
1990,49,44,Texas,TX,35.30%,,0.32,31.8,,,"12,232,761",7.20%,"50,042","308,357","109,726","313,947",,"11,034,190","3,892,746",
1990,67,45,Utah,UT,40.70%,42.20%,0.4,39.6,,,"1,116,922",2.80%,0,0,0,0,,"1,086,050","442,213","457,983"
1990,6,46,Vermont,VT,50.90%,52.30%,0.5,50.1,,,"422,130",1.60%,0,0,0,0,,"415,564","211,422","217,384"
1990,40,47,Virginia,VA,25.50%,,0.25,24.5,,,"4,715,129",3.50%,"17,593","21,303","9,048","37,293",,"4,512,504","1,152,854",
1990,73,48,Washington,WA,38.40%,39.80%,0.36,36.1,,,"3,634,031",4.20%,"7,995","84,817","9,615","60,019",,"3,421,256","1,313,217","1,362,651"
1990,56,49,West Virginia,WV,30.00%,,0.3,29.8,,,"1,358,773",0.40%,"1,565","5,059","1,000","5,095",,"1,347,723","404,305",
1990,25,50,Wisconsin,WI,39.00%,,0.38,38.1,,,"3,617,625",1.40%,"7,465","29,370","4,099","26,249",,"3,541,548","1,379,727",
1990,68,51,Wyoming,WY,51.20%,52.50%,0.5,50.2,,,"319,255",1.10%,"1,110","2,980",313,"2,913",,"312,961","160,109","164,309"
1988,0,0,United States,USA,52.80%,0.00%,0.5,50.3,,,"181,955,484",5.10%,"616,785","1,319,935","317,223","1,593,976","2,527,370","173,579,281","91,594,691",
1988,41,1,Alabama,AL,47.50%,,0.47,46.7,R,,"2,949,934",0.60%,"12,610","25,301","4,701","29,962",,"2,901,744","1,378,476",
1988,81,2,Alaska,AK,56.40%,57.30%,0.54,54.2,R,,"369,260",2.60%,"2,588","2,994",498,"4,583",,"355,023","200,116","203,433"
1988,61,3,Arizona,AZ,47.70%,49.10%,0.45,44.9,R,,"2,609,995",5.00%,"12,095","25,446","1,669","26,487",,"2,454,254","1,171,873","1,204,169"
1988,42,4,Arkansas,AR,49.00%,,0.48,48.2,R,,"1,717,388",0.60%,"5,519","15,931","3,840","17,325",,"1,689,491","827,738",
1988,71,5,California,CA,55.70%,57.50%,0.47,46.5,R,,"21,249,801",15.90%,"76,171",0,"49,364","125,535",,"17,738,700","9,887,065","10,194,539"
1988,62,6,Colorado,CO,59.00%,60.80%,0.57,57.3,R,,"2,396,786",2.60%,"5,765",0,"1,743","7,508",,"2,327,768","1,372,394","1,416,265"
1988,1,7,Connecticut,CT,60.70%,61.40%,0.57,57.2,R,,"2,525,021",4.50%,"8,005","46,086",371,"31,419",,"2,379,699","1,443,394","1,461,962"
1988,11,8,Delaware,DC,52.90%,54.00%,0.51,51,R,,"489,696",1.70%,"3,197","9,576","1,093","9,078",,"472,441","249,891","254,973"
1988,55,9,District of Columbia,DE,42.50%,43.50%,0.38,38.4,D,,"502,362",7.20%,"8,831",0,"3,949","12,780",,"453,636","192,877","197,135"
1988,43,10,Florida,FL,49.00%,,0.45,44.6,R,,"9,651,236",7.80%,"34,732","165,475","2,562","120,032",,"8,777,510","4,302,313",
1988,44,11,Georgia,GA,40.60%,,0.39,39.1,R,,"4,631,342",1.70%,"18,787","121,559","11,308","90,875",,"4,459,739","1,809,672",
1988,82,12,Hawaii,HI,47.90%,49.80%,0.44,44.1,D,,"803,568",7.60%,"2,300",0,0,"2,300",,"739,890","354,461","368,567"
1988,63,13,Idaho,ID,61.30%,63.10%,0.6,59.9,R,,"682,522",2.00%,"1,581",0,0,"1,581",,"667,345","408,968","421,213"
1988,21,14,Illinois,IL,57.30%,59.10%,0.54,54.2,R,,"8,410,414",5.20%,"21,081",0,0,"21,081",,"7,950,848","4,559,120","4,697,192"
1988,22,15,Indiana,IN,54.30%,55.60%,0.54,53.6,R,,"4,045,785",0.90%,"11,406",0,0,"11,406",,"3,996,319","2,168,621","2,222,811"
1988,31,16,Iowa,IA,60.60%,61.40%,0.6,59.7,D,,"2,052,326",0.90%,"3,034","13,099","1,945","11,529",,"2,021,793","1,225,614","1,240,854"
1988,32,17,Kansas,KS,56.00%,,0.55,54.9,R,,"1,808,604",1.60%,"5,817",0,0,"5,817",,"1,774,451","993,044",
1988,51,18,Kentucky,KY,49.30%,,0.49,48.8,R,,"2,709,782",0.60%,"7,119","7,398","3,443","14,261",,"2,680,364","1,322,517",
1988,45,19,Louisiana,LA,55.40%,,0.54,54.2,R,,"3,005,785",1.40%,"16,242",0,"7,387","23,629",,"2,941,023","1,628,202",
1988,2,20,Maine,ME,62.50%,,0.62,61.5,R,,"901,850",1.50%,0,0,0,0,,"888,612","555,035",
1988,52,21,Maryland,MD,51.60%,52.50%,0.49,48.5,R,,"3,535,730",4.20%,"14,276","78,619","9,225","62,811",,"3,325,582","1,714,358","1,747,350"
1988,3,22,Massachusetts,MA,60.00%,61.30%,0.57,56.7,D,,"4,642,061",5.50%,0,0,0,0,,"4,385,728","2,632,801","2,689,857"
1988,23,23,Michigan,MI,55.50%,56.70%,0.54,54.2,R,,"6,773,776",2.00%,"27,612",0,0,"27,612",,"6,608,812","3,669,163","3,745,751"
1988,33,24,Minnesota,MN,67.90%,68.80%,0.66,66.2,D,,"3,166,668",1.50%,"2,799","56,901","1,639","32,889",,"3,087,194","2,096,790","2,125,119"
1988,46,25,Mississippi,MS,52.00%,,0.51,51.3,R,,"1,815,826",0.50%,"7,384","6,854","3,177","13,988",,"1,792,847","931,527",
1988,34,26,Missouri,MO,56.60%,,0.56,55.5,R,,"3,769,751",0.90%,"12,176","42,728","7,207","40,747",,"3,696,905","2,093,713",
1988,64,27,Montana,MT,64.40%,66.70%,0.64,63.7,R,,"573,791",0.80%,"1,272",0,0,"1,272",,"568,014","365,674","378,981"
1988,35,28,Nebraska,NE,58.80%,60.30%,0.58,57.8,R,,"1,144,305",0.90%,"2,156","11,411",447,"8,309",,"1,125,252","661,465","678,669"
1988,65,29,Nevada,NV,45.60%,46.10%,0.43,42.5,R,,"823,940",5.50%,"4,881","7,032","2,100","10,497",,"768,131","350,067","354,261"
1988,4,30,New Hampshire,NH,56.40%,57.80%,0.55,55.2,R,,"817,358",1.90%,"1,019",0,0,"1,019",,"800,468","451,074","462,503"
1988,12,31,New Jersey,NJ,57.00%,57.10%,0.53,52.5,R,,"5,904,776",6.90%,"16,936","57,903","18,463","64,351",,"5,435,008","3,099,553","3,102,502"
1988,66,32,New Mexico,NM,52.00%,53.40%,0.5,49.8,R,,"1,046,754",3.60%,"2,825","5,312","1,230","6,711",,"1,002,876","521,287","535,694"
1988,13,33,New York,NY,52.70%,54.00%,0.48,47.5,D,,"13,659,215",9.40%,"44,560",0,"33,962","78,522",,"12,300,666","6,485,683","6,636,310"
1988,47,34,North Carolina,NC,44.50%,,0.44,43.5,R,,"4,903,045",1.10%,"17,078","67,164","6,191","56,851",,"4,794,041","2,134,370",
1988,36,35,North Dakota,ND,63.70%,66.20%,0.63,63.2,R,,"470,652",0.70%,466,0,0,466,,"466,684","297,261","309,100"
1988,24,36,Ohio,OH,55.80%,57.30%,0.55,55,R,,"7,986,220",1.10%,"26,462",0,0,"26,462",,"7,869,099","4,393,585","4,505,284"
1988,53,37,Oklahoma,OK,52.10%,53.10%,0.51,50.9,R,,"2,300,258",1.30%,"10,448","23,341","1,455","23,574",,"2,245,785","1,171,036","1,192,815"
1988,72,38,Oregon,OR,60.60%,62.30%,0.59,58.5,D,,"2,055,379",3.10%,"5,991",0,"3,790","9,781",,"1,982,355","1,201,694","1,235,199"
1988,14,39,Pennsylvania,PA,51.00%,,0.5,50.2,R,,"9,037,056",1.40%,"17,900",0,0,"17,900",,"8,892,826","4,536,251",
1988,5,40,Rhode Island,RI,56.10%,57.60%,0.53,52.5,D,,"771,407",5.50%,"1,906","9,824",442,"7,260",,"721,773","404,620","415,963"
1988,48,41,South Carolina,SC,40.20%,42.50%,0.39,39.4,R,,"2,504,635",0.80%,"13,888","26,260","3,626","30,644",,"2,453,644","986,009","1,041,846"
1988,37,42,South Dakota,SD,63.40%,,0.63,62.9,R,,"497,633",0.50%,"1,020",0,0,"1,020",,"494,034","312,991",
1988,54,43,Tennessee,TN,46.10%,,0.45,45.3,R,,"3,609,081",0.70%,"7,732","28,282","9,529","31,402",,"3,551,452","1,636,250",
1988,49,44,Texas,TX,50.10%,,0.46,45.7,R,,"11,877,787",6.60%,"40,437","288,906","77,827","262,717",,"10,833,436","5,427,410",
1988,67,45,Utah,UT,62.00%,63.40%,0.61,60.5,R,,"1,069,800",2.50%,0,0,0,0,,"1,043,170","647,008","661,546"
1988,6,46,Vermont,VT,60.10%,66.70%,0.59,59.2,R,,"411,136",1.50%,0,0,0,0,,"404,795","243,328","270,148"
1988,40,47,Virginia,VA,49.80%,,0.48,47.9,R,,"4,571,637",3.20%,"14,184","17,945","6,576","29,733",,"4,396,900","2,191,609",
1988,73,48,Washington,WA,56.80%,58.60%,0.54,53.8,D,,"3,465,082",3.90%,"5,816","64,257","10,745","48,690",,"3,282,173","1,865,253","1,923,043"
1988,56,49,West Virginia,WV,48.50%,,0.48,48.1,D,,"1,358,249",0.40%,"1,455","4,811",807,"4,668",,"1,347,692","653,311",
1988,25,50,Wisconsin,WI,62.80%,,0.62,61.6,D,,"3,558,322",1.30%,"6,353","26,305","4,128","23,634",,"3,489,742","2,191,608",
1988,68,51,Wyoming,WY,56.00%,59.20%,0.55,55.1,R,,"320,695",1.00%,945,"2,186",333,"2,371",,"315,073","176,551","186,417"
1986,0,0,United States,USA,38.10%,0.00%,0.37,36.5,,,"177,922,330",4.70%,"535,547","1,177,814","242,663","1,367,117","2,216,053","170,396,029","64,991,128",
1986,41,1,Alabama,AL,43.10%,,0.43,42.5,,,"2,911,819",0.60%,"11,710","21,371","3,038","25,434",,"2,869,652","1,236,230",
1986,81,2,Alaska,AK,51.40%,51.90%,0.5,49.6,,,"364,871",2.50%,"2,460","2,885",119,"4,022",,"351,841","180,801","182,526"
1986,61,3,Arizona,AZ,37.40%,38.40%,0.35,35.3,,,"2,452,624",4.60%,"9,434","20,283","2,034","21,610",,"2,319,046","866,984","889,668"
1986,42,4,Arkansas,AR,41.40%,,0.41,40.8,,,"1,706,578",0.60%,"4,701","12,700","4,023","15,074",,"1,681,564","695,487",
1986,71,5,California,CA,43.40%,44.40%,0.37,36.8,,,"20,222,886",14.70%,"59,484",0,"33,172","92,656",,"17,166,275","7,443,551","7,617,142"
1986,62,6,Colorado,CO,45.90%,47.50%,0.45,44.7,,,"2,372,880",2.40%,"3,804",0,"1,827","5,631",,"2,309,652","1,060,765","1,096,867"
1986,1,7,Connecticut,CT,42.40%,43.70%,0.4,40.1,,,"2,479,722",4.30%,"6,905","41,304",603,"28,160",,"2,344,327","993,692","1,025,605"
1986,11,8,Delaware,DC,35.30%,36.30%,0.34,34.1,,,"470,828",1.60%,"2,833","7,985",978,"7,804",,"455,609","160,757","165,563"
1986,55,9,District of Columbia,DE,28.30%,28.80%,0.26,25.9,,,"508,553",6.50%,"6,618",0,"2,980","9,598",,"465,993","131,802","134,158"
1986,43,10,Florida,FL,40.90%,,0.38,37.5,,,"9,158,241",7.30%,"32,237","139,859","3,478","105,645",,"8,384,015","3,429,996",
1986,44,11,Georgia,GA,28.50%,,0.28,27.5,,,"4,450,093",1.50%,"16,922","109,485","10,421","82,086",,"4,300,049","1,224,948",
1986,82,12,Hawaii,HI,46.70%,48.10%,0.43,43.1,,,"775,534",7.50%,"2,180",0,0,"2,180",,"715,459","334,115","344,416"
1986,63,13,Idaho,ID,58.40%,59.30%,0.57,57.2,,,"677,205",1.90%,"1,448",0,0,"1,448",,"663,126","387,426","392,909"
1986,21,14,Illinois,IL,39.70%,42.00%,0.38,37.7,,,"8,343,755",4.90%,"19,456",0,0,"19,456",,"7,912,733","3,144,185","3,322,657"
1986,22,15,Indiana,IN,39.40%,41.10%,0.39,39,,,"3,990,379",0.90%,"10,175",0,0,"10,175",,"3,943,714","1,555,505","1,619,005"
1986,31,16,Iowa,IA,45.10%,45.60%,0.44,44.4,,,"2,049,547",0.90%,"2,777","12,584","1,929","10,998",,"2,020,678","910,623","922,094"
1986,32,17,Kansas,KS,47.80%,,0.47,47,,,"1,788,426",1.50%,"5,345",0,0,"5,345",,"1,757,001","840,605",
1986,51,18,Kentucky,KY,25.50%,,0.25,25.2,,,"2,687,605",0.50%,"5,288","6,841","3,370","12,079",,"2,661,218","677,280",
1986,45,19,Louisiana,LA,45.40%,,0.45,44.6,,,"3,069,021",1.30%,"14,300",0,0,"14,300",,"3,014,498","1,369,897",
1986,2,20,Maine,ME,49.70%,,0.49,49,,,"870,604",1.40%,0,0,0,0,,"858,200","426,861",
1986,52,21,Maryland,MD,34.60%,36.10%,0.33,32.7,,,"3,401,061",3.80%,"13,326","69,134","7,494","55,387",,"3,216,833","1,112,637","1,161,136"
1986,3,22,Massachusetts,MA,38.90%,41.10%,0.37,36.9,,,"4,560,556",5.10%,0,0,0,0,,"4,326,264","1,684,079","1,777,276"
1986,23,23,Michigan,MI,36.80%,37.80%,0.36,35.9,,,"6,674,856",2.00%,"20,742",0,0,"20,742",,"6,520,661","2,396,564","2,468,009"
1986,33,24,Minnesota,MN,46.80%,48.20%,0.46,45.8,,,"3,089,544",1.40%,"2,462","38,901","1,437","23,350",,"3,024,070","1,415,989","1,456,579"
1986,46,25,Mississippi,MS,29.40%,,0.29,29,,,"1,804,699",0.50%,"6,747","6,458","3,454","13,430",,"1,782,721","523,563",
1986,34,26,Missouri,MO,40.40%,,0.4,39.7,,,"3,717,988",0.80%,"10,309","33,819","5,229","32,448",,"3,655,213","1,477,327",
1986,64,27,Montana,MT,55.60%,57.10%,0.55,55,,,"577,604",0.80%,"1,111",0,0,"1,111",,"572,113","317,862","326,436"
1986,35,28,Nebraska,NE,50.30%,51.50%,0.5,49.5,,,"1,141,336",0.90%,"2,044","11,265",304,"7,981",,"1,123,099","564,422","577,916"
1986,65,29,Nevada,NV,37.40%,37.80%,0.35,35.1,,,"747,283",5.10%,"4,551","5,518","1,529","8,839",,"700,192","261,932","264,365"
1986,4,30,New Hampshire,NH,33.00%,33.80%,0.32,32.4,,,"775,686",1.90%,782,0,0,782,,"760,526","250,966","257,410"
1986,12,31,New Jersey,NJ,28.80%,30.40%,0.27,26.7,,,"5,819,614",6.40%,"12,020","51,359","14,064","51,764",,"5,396,487","1,553,544","1,639,330"
1986,66,32,New Mexico,NM,40.00%,41.40%,0.39,38.5,,,"1,026,160",3.20%,"2,416","4,175","1,147","5,651",,"987,220","394,833","408,621"
1986,13,33,New York,NY,35.00%,36.50%,0.32,31.8,,,"13,512,043",8.70%,"38,449",0,"29,325","67,774",,"12,263,480","4,293,971","4,481,718"
1986,47,34,North Carolina,NC,34.20%,,0.34,33.5,,,"4,749,053",1.00%,"17,698","58,644","3,322","50,342",,"4,653,016","1,591,330",
1986,36,35,North Dakota,ND,61.00%,62.30%,0.61,60.5,,,"477,812",0.70%,421,0,0,421,,"473,962","289,013","295,177"
1986,24,36,Ohio,OH,40.10%,46.60%,0.4,39.6,,,"7,891,503",1.10%,"22,463",0,0,"22,463",,"7,781,083","3,121,189","3,628,870"
1986,53,37,Oklahoma,OK,39.70%,40.80%,0.39,38.8,,,"2,343,190",1.30%,"9,708","22,740","1,670","22,748",,"2,290,182","909,925","934,447"
1986,72,38,Oregon,OR,54.90%,56.40%,0.53,53.2,,,"1,990,233",2.80%,"4,770",0,0,"4,770",,"1,928,782","1,059,630","1,088,086"
1986,14,39,Pennsylvania,PA,38.40%,,0.38,37.8,,,"8,955,720",1.30%,"15,201",0,0,"15,201",,"8,820,459","3,388,275",
1986,5,40,Rhode Island,RI,43.00%,45.40%,0.4,40.4,,,"756,297",5.20%,"1,358","8,174",453,"5,898",,"711,034","305,663","322,724"
1986,48,41,South Carolina,SC,31.50%,31.90%,0.31,30.9,,,"2,437,430",0.80%,"11,676","21,110","3,066","25,297",,"2,393,329","753,751","763,493"
1986,37,42,South Dakota,SD,60.10%,,0.6,59.7,,,"495,833",0.50%,"1,081",0,0,"1,081",,"492,333","295,830",
1986,54,43,Tennessee,TN,34.80%,,0.34,34.3,,,"3,532,177",0.70%,"7,591","26,291","8,600","29,337",,"3,478,867","1,210,339",
1986,49,44,Texas,TX,31.90%,,0.29,29.3,,,"11,732,625",6.00%,"38,534","290,074","57,509","241,080",,"10,786,533","3,442,368",
1986,67,45,Utah,UT,42.50%,43.50%,0.42,41.5,,,"1,049,339",2.40%,0,0,0,0,,"1,024,337","435,111","445,499"
1986,6,46,Vermont,VT,50.50%,54.30%,0.5,49.7,,,"396,034",1.60%,0,0,0,0,,"389,843","196,716","211,709"
1986,40,47,Virginia,VA,29.10%,,0.28,28.1,,,"4,394,143",2.90%,"12,930","17,126","5,767","27,260",,"4,240,797","1,233,611",
1986,73,48,Washington,WA,42.40%,43.10%,0.4,40.4,,,"3,310,457",3.60%,"6,603","49,663","7,666","39,101",,"3,151,152","1,337,367","1,358,160"
1986,56,49,West Virginia,WV,29.90%,32.80%,0.3,29.7,,,"1,380,916",0.40%,"1,472","4,241",968,"4,561",,"1,370,305","410,131","449,249"
1986,25,50,Wisconsin,WI,44.50%,,0.44,43.7,,,"3,495,584",1.20%,"5,736","24,648","3,854","21,914",,"3,432,034","1,526,960",
1986,68,51,Wyoming,WY,50.10%,51.30%,0.49,49.3,,,"334,385",1.00%,861,"1,840",337,"2,118",,"328,971","164,720","168,615"
1984,0,0,United States,USA,55.20%,0.00%,0.53,53.3,,,"173,994,610",4.30%,"454,092","1,012,936","204,686","1,165,246","2,360,867","167,701,904","92,652,680",
1984,41,1,Alabama,AL,50.90%,,0.5,50.3,R,,"2,867,180",0.50%,"10,482","16,338","2,194","20,845",,"2,831,099","1,441,713",
1984,81,2,Alaska,AK,60.50%,62.10%,0.59,58.6,R,,"354,410",2.30%,"1,967","2,064",147,"3,146",,"343,030","207,605","213,173"
1984,61,3,Arizona,AZ,47.70%,48.90%,0.45,45.3,R,,"2,263,826",4.20%,"7,845","16,687","1,660","17,849",,"2,151,391","1,025,897","1,051,339"
1984,42,4,Arkansas,AR,53.00%,,0.52,52.3,R,,"1,689,480",0.50%,"4,482","8,238","3,463","12,064",,"1,668,136","884,406",
1984,71,5,California,CA,57.20%,58.90%,0.49,49.3,R,,"19,270,739",13.40%,"43,197",0,"30,645","73,842",,"16,618,345","9,505,423","9,796,375"
1984,62,6,Colorado,CO,57.10%,59.20%,0.56,55.7,R,,"2,325,829",2.30%,"3,231",0,"1,709","4,940",,"2,267,668","1,295,380","1,343,437"
1984,1,7,Connecticut,CT,63.80%,64.80%,0.6,60.3,R,,"2,431,057",4.10%,"5,718","46,681",868,"29,927",,"2,300,533","1,466,900","1,490,946"
1984,11,8,Delaware,DC,57.50%,58.40%,0.56,55.9,R,,"455,312",1.50%,"2,202","6,373",830,"6,219",,"442,354","254,572","258,182"
1984,55,9,District of Columbia,DE,44.80%,46.50%,0.42,41.8,D,,"505,550",5.80%,"4,521",0,0,"4,521",,"471,669","211,288","219,193"
1984,43,10,Florida,FL,52.40%,,0.48,48.3,R,,"8,656,427",6.80%,"26,914","118,318","5,661","91,734",,"7,976,805","4,180,051",
1984,44,11,Georgia,GA,43.10%,,0.42,41.9,R,,"4,243,165",1.30%,"15,404","90,057","7,246","67,679",,"4,119,852","1,776,120",
1984,82,12,Hawaii,HI,48.40%,50.30%,0.45,44.7,R,,"750,909",7.30%,"1,965",0,0,"1,965",,"694,187","335,846","349,253"
1984,63,13,Idaho,ID,62.00%,63.70%,0.61,60.8,R,,"675,772",1.70%,"1,253",0,0,"1,253",,"662,771","411,144","421,935"
1984,21,14,Illinois,IL,60.80%,62.70%,0.58,57.9,R,,"8,327,065",4.70%,"17,114",0,0,"17,114",,"7,922,605","4,819,088","4,969,352"
1984,22,15,Indiana,IN,57.00%,57.90%,0.56,56.4,R,,"3,960,870",0.90%,"9,328",0,0,"9,328",,"3,916,362","2,233,069","2,268,493"
1984,31,16,Iowa,IA,64.10%,65.10%,0.63,63.3,R,,"2,084,995",0.80%,"2,836","11,924","1,662","10,460",,"2,057,482","1,319,805","1,339,886"
